,year,month,sector,floor_size,district,elevation,floors,built,tmp_min,tmp_mean,cost,source,total_size,cost_per_meter
1504,2006,7.0,5,439.0,8,117.0,9,1987,24.8,3081.78,3081.78,3,3951.0,0.78
1505,2007,4.0,5,741.0,2,55.0,9,2004,21.8,6580.3,6580.3,3,6669.0,0.9866996551207078
1506,2014,7.0,1,624.0,6,55.0,6,1978,25.9,3574.77,3574.77,2,3744.0,0.9547996794871795
1507,2013,11.0,3,591.0,5,-7.0,20,1964,13.4,9768.68,9768.68,3,11820.0,0.8264534686971235
1508,2007,3.0,4,595.0,7,37.0,1,1999,17.8,507.49,507.49,3,595.0,0.8529243697478992
1509,2013,11.0,1,1265.0,7,117.0,3,1971,13.2,4851.541864684603,4851.541864684603,1,3795.0,1.2784036534083274
1510,2011,3.0,1,589.0,2,12.0,2,1956,19.9,1796.64,1796.64,3,1178.0,1.5251612903225806
1511,2010,2.0,1,657.0,2,19.0,5,1972,16.0,5208.64,5208.64,3,3285.0,1.5855829528158296
1512,2012,3.0,4,368.0,7,-7.0,1,1932,15.3,338.78,338.78,3,368.0,0.9205978260869564
1513,2010,8.0,3,177.0,5,337.0,25,1947,23.1,3119.77,3119.77,2,4425.0,0.7050327683615819
1514,2013,9.0,1,228.0,1,55.0,22,1960,21.6,4225.48,4225.48,3,5016.0,0.8424003189792663
1515,2006,6.0,1,239.0,7,117.0,6,1959,23.0,1789.27,1789.27,2,1434.0,1.247747559274756
1516,2007,10.0,5,356.0,1,55.0,25,1952,18.1,8792.74,8792.74,3,8900.0,0.9879483146067416
1517,2011,10.0,3,1024.0,6,203.0,23,1967,18.0,17062.58,17062.58,3,23552.0,0.724464164402174
1518,2011,12.0,3,239.0,5,37.0,18,1998,7.3,3990.86,3990.86,2,4302.0,0.92767549976755
1519,2008,11.0,2,585.0,8,12.0,3,1924,9.7,2231.83,2231.83,3,1755.0,1.2716980056980056
1520,2008,5.0,1,596.0,1,337.0,6,1984,23.3,3422.12,3422.12,2,3576.0,0.9569686800894854
1521,2013,2.0,4,218.0,3,203.0,1,1971,13.2,199.13,199.13,3,218.0,0.913440366972477
1522,2009,3.0,1,411.0,8,19.0,4,1987,16.8,3254.46,3254.46,1,1644.0,1.9795985401459855
1523,2014,10.0,1,339.0,1,37.0,4,2009,16.8,1050.48,1050.48,2,1356.0,0.7746902654867257
1524,2011,4.0,3,800.0,7,203.0,2,1978,21.5,1854.72,1854.72,1,1600.0,1.1592
1525,2011,5.0,4,2362.0,6,117.0,6,2007,21.2,7248.98,7248.98,2,14172.0,0.5115001411233417
1526,2007,8.0,5,575.0,4,172.0,14,1940,22.0,8993.46,8993.46,1,8050.0,1.1172
1527,2006,9.0,1,372.0,6,55.0,3,1997,18.3,2012.37,2012.37,1,1116.0,1.8031989247311826
1528,2013,4.0,1,657.0,2,19.0,5,1972,20.0,3293.34,3293.34,2,3285.0,1.0025388127853883
1529,2012,5.0,1,290.0,2,51.0,4,2003,24.7,1329.08,1329.08,2,1160.0,1.145758620689655
1530,2005,3.0,2,420.0,1,12.0,6,1925,18.4,1968.62,1968.62,2,2520.0,0.7811984126984126
1531,2013,3.0,4,1515.0,3,117.0,6,1934,17.0,5186.22,5186.22,3,9090.0,0.5705412541254126
1532,2006,11.0,2,254.0,1,337.0,3,1963,10.8,1075.33,1075.33,1,762.0,1.4111942257217847
1533,2012,10.0,2,451.0,1,337.0,5,1993,15.9,2972.15,2972.15,3,2255.0,1.3180266075388027
1534,2010,1.0,1,260.0,7,337.0,6,1929,1.2,3516.24,3516.24,1,1560.0,2.254
1535,2009,7.0,2,338.0,4,117.0,5,2007,24.1,1194.49,1194.49,2,1690.0,0.7067988165680473
1536,2009,4.0,3,291.0,6,51.0,13,1994,21.2,3054.02,3054.02,3,3783.0,0.8073010837959291
1537,2008,12.0,2,337.0,8,203.0,1,1940,7.9,171.5,171.5,2,337.0,0.5089020771513353
1538,2010,10.0,5,1418.0,5,12.0,20,1964,17.5,19889.81,19889.81,3,28360.0,0.7013332157968971
1539,2011,5.0,3,258.0,3,51.0,9,1962,22.1,134.1,134.1,2,2322.0,0.05775193798449612
1540,2008,6.0,5,976.0,3,19.0,26,2001,25.2,1061.99,1061.99,2,25376.0,0.04185017339218159
1541,2006,5.0,4,243.0,8,19.0,2,1983,22.3,515.4,515.4,1,486.0,1.0604938271604938
1542,2013,12.0,2,254.0,1,337.0,3,1963,8.1,1126.54,1126.54,1,762.0,1.4783989501312336
1543,2006,3.0,1,1554.0,4,37.0,1,1995,13.9,1753.53,1753.53,2,1554.0,1.1283976833976834
1544,2005,7.0,3,2730.0,1,-7.0,17,1973,26.4,44442.22,44442.22,1,46410.0,0.9576000861883215
1545,2009,5.0,5,356.0,1,55.0,25,1952,22.1,9371.7,9371.7,3,8900.0,1.0530000000000002
1546,2014,2.0,1,5947.0,6,12.0,2,1996,13.3,12388.79,12388.79,2,11894.0,1.0415999663695983
1547,2006,1.0,2,473.0,2,337.0,5,1995,7.9,2129.07,2129.07,2,2365.0,0.9002410147991544
1548,2009,1.0,2,349.0,1,55.0,3,2003,6.6,1592.88,1592.88,3,1047.0,1.5213753581661893
1549,2009,9.0,4,268.0,8,37.0,2,1963,20.3,500.22,500.22,1,536.0,0.9332462686567164
1550,2007,12.0,1,1571.0,5,-7.0,6,1990,9.7,11969.93,11969.93,2,9426.0,1.2698843624018672
1551,2006,5.0,5,493.0,1,51.0,28,1995,22.0,11305.48,11305.48,3,13804.0,0.8190002897710809
1552,2013,7.0,2,812.0,7,337.0,3,2008,25.1,1875.82,1875.82,2,2436.0,0.7700410509031198
1553,2011,7.0,1,836.0,2,12.0,3,1971,23.8,4758.38,4758.38,1,2508.0,1.897280701754386
1554,2007,5.0,5,741.0,2,55.0,9,2004,20.4,6580.3,6580.3,3,6669.0,0.9866996551207078
1555,2008,6.0,1,129.0,1,337.0,2,1952,21.5,384.32,384.32,1,258.0,1.4896124031007751
1556,2012,2.0,3,239.0,5,37.0,18,1998,14.6,4538.06,4538.06,1,4302.0,1.0548721524872153
1557,2010,4.0,1,1707.0,4,172.0,6,2006,22.2,19391.79,19391.79,1,10242.0,1.8933596953719978
1558,2010,3.0,2,337.0,8,203.0,1,1940,18.2,503.2,503.2,1,337.0,1.4931750741839762
1559,2012,1.0,5,582.0,4,37.0,3,1975,8.3,2566.62,2566.62,1,1746.0,1.47
1560,2005,11.0,3,256.0,8,-7.0,19,2005,11.4,5729.24,5729.24,3,4864.0,1.1778865131578946
1561,2012,8.0,2,594.0,8,203.0,3,1936,23.2,2660.85,2660.85,1,1782.0,1.4931818181818182
1562,2009,11.0,3,1024.0,6,203.0,23,1967,13.6,33236.58,33236.58,1,23552.0,1.4111998980978262
1563,2013,2.0,1,129.0,1,337.0,2,1952,15.4,270.41,270.41,2,258.0,1.0481007751937985
1564,2008,4.0,1,1128.0,6,172.0,1,2008,20.8,1945.57,1945.57,1,1128.0,1.72479609929078
1565,2012,9.0,1,547.0,6,37.0,5,1992,21.0,2967.47,2967.47,2,2735.0,1.084998171846435
1566,2006,7.0,2,493.0,2,51.0,2,1993,24.0,1457.7,1457.7,1,986.0,1.478397565922921
1567,2008,3.0,1,476.0,7,37.0,4,2003,15.8,3948.29,3948.29,1,1904.0,2.073681722689076
1568,2012,2.0,3,1186.0,3,117.0,5,1999,12.8,6455.64,6455.64,1,5930.0,1.0886408094435076
1569,2010,10.0,3,1085.0,5,37.0,7,1928,16.4,5636.55,5636.55,2,7595.0,0.7421395655036208
1570,2010,2.0,2,429.0,5,37.0,5,1994,14.3,2653.15,2653.15,2,2145.0,1.236899766899767
1571,2012,5.0,4,1515.0,3,117.0,6,1934,23.9,399.44,399.44,2,9090.0,0.04394279427942794
1572,2009,5.0,1,1105.0,7,117.0,6,1966,20.2,7610.78,7610.78,2,6630.0,1.1479306184012066
1573,2014,11.0,1,975.0,2,12.0,3,1994,11.8,4674.37,4674.37,3,2925.0,1.5980752136752137
1574,2011,5.0,5,582.0,4,37.0,3,1975,24.6,1353.15,1353.15,2,1746.0,0.775
1575,2010,9.0,2,338.0,4,117.0,5,2007,15.0,2027.19,2027.19,1,1690.0,1.1995207100591716
1576,2011,5.0,1,442.0,5,337.0,5,1922,22.7,2973.21,2973.21,1,2210.0,1.345343891402715
1577,2008,7.0,5,429.0,8,203.0,11,1927,25.1,5338.13,5338.13,1,4719.0,1.1311994066539521
1578,2010,7.0,1,388.0,4,37.0,3,1970,23.9,1468.11,1468.11,3,1164.0,1.261262886597938
1579,2010,8.0,4,2362.0,6,117.0,6,2007,23.4,7248.98,7248.98,2,14172.0,0.5115001411233417
1580,2011,9.0,2,399.0,5,12.0,4,1975,19.2,2049.57,2049.57,1,1596.0,1.2841917293233083
1581,2005,4.0,1,339.0,1,12.0,1,1926,17.9,324.41,324.41,2,339.0,0.9569616519174042
1582,2012,2.0,1,357.0,7,337.0,6,1921,11.6,4441.82,4441.82,1,2142.0,2.0736788048552754
1583,2012,3.0,1,411.0,8,19.0,4,1987,18.9,976.06,976.06,2,1644.0,0.5937104622871046
1584,2005,8.0,1,5947.0,6,12.0,2,1996,18.3,14059.13,14059.13,3,11894.0,1.1820354800739867
1585,2009,11.0,2,326.0,7,12.0,5,1983,12.6,3275.13,3275.13,1,1630.0,2.009282208588957
1586,2012,9.0,4,595.0,7,37.0,1,1999,20.7,397.72,397.72,2,595.0,0.668436974789916
1587,2007,2.0,3,530.0,3,19.0,17,2007,13.6,475.11,475.11,2,9010.0,0.05273140954495006
1588,2012,10.0,1,553.0,4,12.0,2,2001,17.8,1481.44,1481.44,3,1106.0,1.3394575045207957
1589,2012,2.0,5,956.0,2,51.0,13,2002,13.1,15608.29,15608.29,3,12428.0,1.2558971676858708
1590,2005,3.0,3,291.0,6,51.0,13,1994,15.3,3396.33,3396.33,3,3783.0,0.897787470261697
1591,2006,12.0,1,439.0,3,19.0,5,1958,6.5,197.19,197.19,2,2195.0,0.08983599088838269
1592,2011,12.0,1,360.0,3,12.0,3,1948,7.6,1659.91,1659.91,3,1080.0,1.5369537037037038
1593,2014,1.0,2,1862.0,8,19.0,6,1945,8.7,16681.85,16681.85,1,11172.0,1.4931838524883636
1594,2012,3.0,3,390.0,7,55.0,15,1933,19.6,6442.25,6442.25,1,5850.0,1.1012393162393161
1595,2013,11.0,1,975.0,2,12.0,3,1994,13.6,3072.07,3072.07,2,2925.0,1.050280341880342
1596,2010,9.0,1,213.0,1,172.0,3,1960,21.7,1102.15,1102.15,1,639.0,1.7248043818466354
1597,2007,10.0,5,1292.0,1,37.0,5,1992,19.9,10852.8,10852.8,1,6460.0,1.68
1598,2008,7.0,1,260.0,7,337.0,6,1929,24.3,1712.91,1712.91,2,1560.0,1.098019230769231
1599,2011,4.0,3,163.0,1,12.0,21,1989,20.9,2105.81,2105.81,2,3423.0,0.6151942740286298
1600,2007,11.0,2,312.0,1,-7.0,1,1941,12.8,425.32,425.32,3,312.0,1.3632051282051283
1601,2008,2.0,3,350.0,3,19.0,22,1963,13.3,444.7,444.7,2,7700.0,0.05775324675324675
1602,2008,1.0,1,558.0,2,117.0,3,1938,5.0,3176.05,3176.05,1,1674.0,1.8972819593787338
1603,2012,3.0,1,1231.0,5,55.0,5,1935,17.5,8782.45,8782.45,1,6155.0,1.4268805848903332
1604,2013,2.0,3,449.0,1,337.0,29,1926,13.4,8010.45,8010.45,2,13021.0,0.6151946855080255
1605,2006,10.0,3,530.0,3,19.0,17,2007,16.5,5768.8,5768.8,3,9010.0,0.6402663706992231
1606,2008,2.0,5,277.0,1,172.0,10,1928,12.3,3567.76,3567.76,1,2770.0,1.288
1607,2007,2.0,2,493.0,2,51.0,2,1993,10.9,806.94,806.94,2,986.0,0.8183975659229209
1608,2011,2.0,1,232.0,5,172.0,3,1976,11.9,844.14,844.14,1,696.0,1.212844827586207
1609,2007,5.0,3,317.0,6,12.0,23,1945,24.2,5630.11,5630.11,3,7291.0,0.7721999725689206
1610,2008,6.0,4,923.0,8,12.0,3,1975,25.4,1700.86,1700.86,3,2769.0,0.6142506319971108
1611,2006,11.0,1,656.6619098651926,5,117.0,6,1958,7.5,5164.5,5164.5,2,3939.971459191155,1.3107962972554708
1612,2006,5.0,1,547.0,7,203.0,1,1979,22.7,858.65,858.65,3,547.0,1.5697440585009141
1613,2006,3.0,3,163.0,1,12.0,21,1989,18.7,3622.9,3622.9,1,3423.0,1.0583990651475315
1614,2005,7.0,1,372.0,6,55.0,3,1997,25.2,1401.47,1401.47,3,1116.0,1.2557974910394265
1615,2009,8.0,1,488.0,2,55.0,5,1995,26.1,2213.23,2213.23,2,2440.0,0.9070614754098361
1616,2005,9.0,3,689.0,5,51.0,22,1931,22.2,17380.16,17380.16,1,15158.0,1.1465998152790606
1617,2014,3.0,3,686.0,3,172.0,18,1950,13.8,651.12,651.12,2,12348.0,0.052730806608357626
1618,2005,12.0,1,501.0,8,117.0,6,2009,8.5,1972.56,1972.56,2,3006.0,0.6562075848303393
1619,2007,8.0,5,843.0,4,203.0,4,1941,22.7,3037.83,3037.83,3,3372.0,0.9008985765124555
1620,2006,11.0,5,176.0,6,55.0,24,1972,11.0,3011.71,3011.71,2,4224.0,0.7129995265151515
1621,2012,11.0,2,585.0,8,12.0,3,1924,10.5,1764.07,1764.07,3,1755.0,1.0051680911680911
1622,2013,10.0,3,293.0,8,172.0,28,1972,16.8,3625.64,3625.64,2,8204.0,0.4419356411506582
1623,2005,4.0,1,411.0,8,19.0,4,1987,20.6,2603.57,2603.57,1,1644.0,1.5836800486618006
1624,2011,11.0,2,814.0,1,55.0,5,1935,13.2,3338.46,3338.46,2,4070.0,0.8202604422604423
1625,2011,7.0,1,975.0,2,12.0,3,1994,25.2,4792.79,4792.79,1,2925.0,1.6385606837606836
1626,2005,6.0,5,493.0,1,51.0,28,1995,25.2,10334.36,10334.36,2,13804.0,0.7486496667632571
1627,2008,8.0,1,260.0,7,337.0,6,1929,21.3,1323.61,1323.61,2,1560.0,0.8484679487179486
1628,2014,10.0,1,451.0,5,203.0,4,1978,15.0,2206.36,2206.36,1,1804.0,1.2230376940133039
1629,2013,6.0,1,547.0,2,172.0,1,1923,21.4,652.84,652.84,2,547.0,1.193491773308958
1630,2010,1.0,2,243.0,8,19.0,6,1991,10.4,1990.88,1990.88,3,1458.0,1.3654869684499316
1631,2008,11.0,3,3228.0,3,-7.0,5,1944,13.3,4851.541864684603,4851.541864684603,1,16140.0,0.3005911935987982
1632,2007,9.0,5,821.0,3,51.0,8,1993,21.0,494.77,494.77,2,6568.0,0.07533038976857491
1633,2006,8.0,1,1231.0,5,55.0,5,1935,23.7,4970.37,4970.37,3,6155.0,0.8075337124289196
1634,2005,10.0,3,258.0,3,51.0,9,1962,16.3,2422.5,2422.5,1,2322.0,1.04328165374677
1635,2009,4.0,2,411.0,4,172.0,2,1949,22.2,888.65,888.65,3,822.0,1.0810827250608273
1636,2006,8.0,2,403.0,5,337.0,6,1954,20.8,2067.48,2067.48,3,2418.0,0.8550372208436725
1637,2006,10.0,5,1260.0,6,55.0,4,1937,19.1,4127.76,4127.76,3,5040.0,0.8190000000000001
1638,2009,4.0,2,301.0,4,19.0,6,1937,20.0,1863.68,1863.68,3,1806.0,1.031937984496124
1639,2010,11.0,5,249.0,6,337.0,3,1940,11.9,836.64,836.64,1,747.0,1.1199999999999999
1640,2009,1.0,5,601.0,1,19.0,15,1934,6.0,11106.48,11106.48,1,9015.0,1.232
1641,2012,4.0,2,1919.0,3,37.0,6,1962,19.6,16016.43,16016.43,1,11514.0,1.391039603960396
1642,2012,11.0,2,301.0,4,19.0,6,1937,13.6,2138.27,2138.27,3,1806.0,1.1839811738648949
1643,2010,6.0,2,599.0,1,337.0,2,1946,24.6,1121.33,1121.33,3,1198.0,0.9360016694490817
1644,2012,11.0,5,623.0,2,172.0,8,1974,8.2,6447.3,6447.3,1,4984.0,1.293599518459069
1645,2014,1.0,1,213.0,1,172.0,3,1960,6.8,1150.51,1150.51,3,639.0,1.8004851330203442
1646,2014,11.0,5,423.0,7,37.0,4,1991,11.6,2506.19,2506.19,1,1692.0,1.4811997635933807
1647,2013,12.0,2,1114.0,4,51.0,4,1924,7.0,7016.39,7016.39,3,4456.0,1.5745938061041294
1648,2012,3.0,3,394.0,1,37.0,11,1940,17.6,3345.04,3345.04,3,4334.0,0.7718135671435163
1649,2009,6.0,1,312.0,4,172.0,3,1959,26.7,1180.54,1180.54,3,936.0,1.2612606837606837
1650,2006,4.0,5,279.0,6,12.0,18,1945,18.8,4634.78,4634.78,3,5022.0,0.92289526085225
1651,2009,8.0,1,252.0,8,337.0,5,1976,22.8,2294.75,2294.75,1,1260.0,1.8212301587301587
1652,2005,12.0,3,954.0,8,117.0,27,1943,7.4,27608.68,27608.68,3,25758.0,1.0718487460206538
1653,2011,12.0,1,932.0,5,117.0,6,1958,6.1,7144.68,7144.68,3,5592.0,1.2776609442060087
1654,2011,9.0,1,589.0,2,12.0,2,1956,21.1,1556.51,1556.51,3,1178.0,1.3213157894736842
1655,2006,12.0,5,1249.0,6,12.0,9,1940,6.9,6272.48,6272.48,2,11241.0,0.5580001779201138
1656,2008,2.0,3,177.0,5,337.0,25,1947,15.3,3283.97,3283.97,2,4425.0,0.7421401129943502
1657,2006,8.0,3,464.0,3,12.0,3,2001,20.3,923.44,923.44,3,1392.0,0.6633908045977012
1658,2005,9.0,1,437.0,1,-7.0,3,1960,20.2,2055.65,2055.65,1,1311.0,1.568001525553013
1659,2010,2.0,4,2362.0,6,117.0,6,2007,12.1,7248.98,7248.98,2,14172.0,0.5115001411233417
1660,2014,4.0,1,317.0,8,51.0,2,1976,22.0,416.04,416.04,2,634.0,0.6562145110410095
1661,2013,3.0,4,342.0,4,172.0,2,1984,13.1,517.83,517.83,3,684.0,0.7570614035087719
1662,2014,5.0,5,657.0,5,203.0,24,1999,23.1,10401.83,10401.83,2,15768.0,0.659679731100964
1663,2014,5.0,1,524.0,6,117.0,3,1929,24.2,1432.72,1432.72,2,1572.0,0.9113994910941476
1664,2007,2.0,3,1186.0,3,117.0,5,1999,15.1,4851.541864684603,4851.541864684603,3,5930.0,0.8181352217006076
1665,2011,12.0,1,232.0,5,172.0,3,1976,8.0,1142.07,1142.07,1,696.0,1.640905172413793
1666,2009,10.0,4,923.0,8,12.0,3,1975,19.1,2054.56,2054.56,3,2769.0,0.7419862766341639
1667,2005,7.0,4,243.0,8,19.0,2,1983,25.6,195.26,195.26,2,486.0,0.40176954732510284
1668,2006,9.0,5,557.0,6,37.0,7,1925,20.7,2417.38,2417.38,2,3899.0,0.62
1669,2008,8.0,1,975.0,2,12.0,3,1994,23.8,3909.91,3909.91,2,2925.0,1.3367213675213674
1670,2011,10.0,5,529.0,2,117.0,26,1989,17.0,10318.25,10318.25,2,13754.0,0.7501999418351025
1671,2012,6.0,5,493.0,1,51.0,28,1995,25.3,10334.36,10334.36,2,13804.0,0.7486496667632571
1672,2009,2.0,1,429.0,5,37.0,5,1994,12.1,2229.91,2229.91,1,2145.0,1.0395850815850816
1673,2010,5.0,3,591.0,5,-7.0,20,1964,23.8,9649.3,9649.3,2,11820.0,0.8163536379018612
1674,2007,11.0,3,460.0,7,55.0,21,1967,10.4,11911.39,11911.39,3,9660.0,1.2330631469979296
1675,2014,1.0,2,451.0,5,203.0,4,1978,8.9,2155.0,2155.0,3,1804.0,1.1945676274944568
1676,2011,9.0,2,493.0,2,51.0,2,1993,18.0,968.33,968.33,2,986.0,0.982079107505071
1677,2013,1.0,1,122.0,6,117.0,1,1997,9.6,222.74,222.74,3,122.0,1.8257377049180328
1678,2012,12.0,3,954.0,8,117.0,27,1943,8.1,28312.98,28312.98,3,25758.0,1.0991917074307012
1679,2006,5.0,5,1292.0,1,37.0,5,1992,23.5,3995.19,3995.19,2,6460.0,0.6184504643962848
1680,2012,9.0,4,497.0,3,51.0,6,1957,20.9,1884.03,1884.03,3,2982.0,0.6318008048289738
1681,2011,12.0,5,582.0,4,37.0,3,1975,7.3,1244.9,1244.9,2,1746.0,0.7130011454753723
1682,2009,11.0,4,833.0,2,117.0,4,1935,13.6,3694.52,3694.52,1,3332.0,1.1087995198079232
1683,2006,3.0,5,659.0,7,117.0,22,1920,19.0,15084.75,15084.75,3,14498.0,1.0404710994619948
1684,2008,9.0,1,579.0,7,337.0,1,1929,21.1,699.14,699.14,1,579.0,1.2074956822107081
1685,2013,10.0,4,388.0,2,337.0,1,1941,14.0,430.21,430.21,1,388.0,1.1087886597938144
1686,2008,11.0,1,547.0,6,37.0,5,1992,10.6,2730.08,2730.08,2,2735.0,0.9982010968921389
1687,2009,10.0,5,649.0,3,172.0,9,2008,20.1,4305.4,4305.4,3,5841.0,0.7370998116760829
1688,2011,2.0,3,530.0,3,19.0,17,2007,12.2,8991.26,8991.26,1,9010.0,0.9979200887902331
1689,2011,8.0,2,403.0,5,337.0,6,1954,22.9,3105.18,3105.18,1,2418.0,1.2841935483870968
1690,2011,4.0,3,239.0,5,37.0,18,1998,22.4,3831.22,3831.22,2,4302.0,0.8905671780567178
1691,2009,8.0,3,3228.0,3,-7.0,5,1944,24.9,15374.32,15374.32,1,16140.0,0.9525600991325898
1692,2008,11.0,1,411.0,8,19.0,4,1987,12.8,2863.93,2863.93,1,1644.0,1.7420498783454987
1693,2008,2.0,2,471.0,8,117.0,3,2001,11.3,681.22,681.22,2,1413.0,0.4821089879688606
1694,2009,1.0,4,3888.0,8,172.0,1,1963,9.8,1301.7,1301.7,2,3888.0,0.3347993827160494
1695,2006,7.0,3,594.0,8,337.0,26,1994,26.1,18867.87,18867.87,1,15444.0,1.2216958041958041
1696,2006,9.0,4,320.0,8,37.0,3,1990,18.2,733.02,733.02,1,960.0,0.7635625
1697,2009,11.0,2,156.0,3,-7.0,3,1978,13.7,624.21,624.21,3,468.0,1.3337820512820513
1698,2013,1.0,1,558.0,2,117.0,3,1938,8.5,1438.5,1438.5,2,1674.0,0.8593189964157706
1699,2014,7.0,2,493.0,2,51.0,2,1993,24.3,1749.24,1749.24,1,986.0,1.7740770791075051
1700,2008,4.0,5,601.0,1,19.0,15,1934,19.9,6925.17,6925.17,3,9015.0,0.7681830282861897
1701,2014,8.0,3,179.0,3,12.0,7,1978,21.2,1136.72,1136.72,1,1253.0,0.9071987230646449
1702,2008,6.0,4,497.0,3,51.0,6,1957,24.4,3043.43,3043.43,1,2982.0,1.0206002682763247
1703,2011,10.0,2,442.0,5,337.0,5,1922,17.9,1771.93,1771.93,3,2210.0,0.8017782805429865
1704,2013,3.0,1,301.0,2,337.0,3,1992,16.0,1401.74,1401.74,1,903.0,1.552314507198228
1705,2008,11.0,2,451.0,5,203.0,4,1978,13.0,1785.09,1785.09,2,1804.0,0.9895177383592018
1706,2008,3.0,4,579.0,7,337.0,1,1929,17.9,559.31,559.31,1,579.0,0.9659930915371329
1707,2005,11.0,5,813.0,8,-7.0,20,2000,12.7,16553.98,16553.98,1,16260.0,1.018079950799508
1708,2005,3.0,2,488.0,6,172.0,4,2006,18.2,3017.01,3017.01,1,1952.0,1.5455993852459018
1709,2010,10.0,5,176.0,6,55.0,24,1972,18.6,3685.64,3685.64,3,4224.0,0.8725473484848485
1710,2010,6.0,4,987.0,5,203.0,2,1934,26.7,1004.67,1004.67,3,1974.0,0.508951367781155
1711,2006,5.0,3,233.0,7,51.0,12,1949,25.3,2330.82,2330.82,3,2796.0,0.8336266094420601
1712,2007,10.0,3,623.0,1,51.0,26,1999,19.0,9964.93,9964.93,2,16198.0,0.6151950858130634
1713,2014,5.0,1,854.0,4,337.0,1,1936,23.8,926.59,926.59,2,854.0,1.085
1714,2014,12.0,2,349.0,1,55.0,3,2003,8.7,1196.09,1196.09,1,1047.0,1.1423973256924544
1715,2007,8.0,1,425.0,8,117.0,3,1956,23.7,836.67,836.67,2,1275.0,0.6562117647058823
1716,2007,7.0,3,800.0,7,203.0,2,1978,24.7,1129.39,1129.39,2,1600.0,0.70586875
1717,2005,6.0,2,427.0,4,55.0,1,1946,23.3,602.58,602.58,1,427.0,1.4111943793911008
1718,2006,4.0,1,545.0,5,19.0,4,2002,22.8,2157.15,2157.15,2,2180.0,0.9895183486238532
1719,2008,1.0,5,489.0,2,19.0,18,2005,9.6,11386.27,11386.27,1,8802.0,1.2936003181095206
1720,2014,2.0,1,305.0,2,55.0,4,1997,14.1,2209.47,2209.47,1,1220.0,1.8110409836065573
1721,2013,9.0,2,187.0,1,172.0,4,2002,18.9,1156.11,1156.11,1,748.0,1.5456016042780747
1722,2012,10.0,5,373.0,8,203.0,16,1940,17.7,2797.32,2797.32,2,5968.0,0.4687198391420912
1723,2012,1.0,4,937.0,3,37.0,4,1969,7.1,3347.05,3347.05,3,3748.0,0.8930229455709713
1724,2011,7.0,5,399.0,5,37.0,15,1922,22.2,5181.99,5181.99,2,5985.0,0.8658295739348371
1725,2007,7.0,3,2730.0,1,-7.0,17,1973,24.1,58476.6,58476.6,1,46410.0,1.26
1726,2013,10.0,1,524.0,6,117.0,3,1929,19.3,2066.47,2066.47,3,1572.0,1.3145483460559795
1727,2008,10.0,1,334.0,8,37.0,4,2001,18.3,1727.72,1727.72,3,1336.0,1.2932035928143712
1728,2013,10.0,1,437.0,1,-7.0,3,1960,13.9,1693.53,1693.53,3,1311.0,1.2917848970251715
1729,2012,8.0,2,656.6619098651926,1,-7.0,1,1941,22.7,321.24,321.24,3,656.6619098651926,0.48920151325047617
1730,2008,4.0,3,982.0,8,55.0,28,1959,21.9,23794.16,23794.16,1,27496.0,0.8653680535350596
1731,2014,10.0,2,656.6619098651926,4,19.0,6,1937,17.4,1142.11,1142.11,2,3939.971459191155,0.289877734351524
1732,2010,5.0,1,1029.0,5,117.0,4,1956,23.3,5226.84,5226.84,2,4116.0,1.2698833819241984
1733,2005,11.0,3,317.0,6,12.0,23,1945,11.8,3864.96,3864.96,2,7291.0,0.5301001234398574
1734,2013,6.0,5,464.0,5,55.0,18,1947,25.2,5667.67,5667.67,3,8352.0,0.6786003352490422
1735,2010,12.0,3,591.0,5,-7.0,20,1964,9.7,10526.51,10526.51,2,11820.0,0.890567681895093
1736,2014,12.0,1,912.0,6,172.0,6,1951,10.5,5224.67,5224.67,2,5472.0,0.9548008040935673
1737,2006,10.0,2,1013.0,4,117.0,6,1977,16.9,6863.5,6863.5,3,6078.0,1.1292365909838762
1738,2012,3.0,4,306.0,6,337.0,5,1989,20.6,1413.72,1413.72,1,1530.0,0.924
1739,2006,1.0,4,306.0,6,337.0,5,1989,7.8,1413.72,1413.72,1,1530.0,0.924
1740,2013,8.0,5,623.0,2,172.0,8,1974,22.5,4703.9,4703.9,3,4984.0,0.9438001605136436
1741,2006,5.0,1,339.0,1,12.0,1,1926,22.4,611.28,611.28,1,339.0,1.8031858407079646
1742,2013,2.0,1,365.0,3,203.0,2,1963,13.5,39.92,39.92,2,730.0,0.05468493150684932
1743,2013,8.0,2,650.0,1,12.0,2,1999,23.3,1117.12,1117.12,2,1300.0,0.8593230769230769
1744,2011,6.0,5,285.0,7,55.0,8,1932,23.0,1706.92,1706.92,2,2280.0,0.7486491228070176
1745,2013,1.0,1,129.0,1,337.0,2,1952,5.2,223.38,223.38,2,258.0,0.8658139534883721
1746,2014,12.0,2,439.0,1,19.0,6,1989,6.8,3717.1,3717.1,1,2634.0,1.4111996962794229
1747,2008,1.0,1,349.0,1,55.0,3,2003,8.1,777.02,777.02,2,1047.0,0.7421394460362941
1748,2005,4.0,4,388.0,2,337.0,1,1941,16.6,208.39,208.39,2,388.0,0.5370876288659794
1749,2008,9.0,1,2080.0,2,117.0,6,2006,20.0,17239.62,17239.62,3,12480.0,1.3813798076923076
1750,2007,6.0,4,579.0,7,337.0,1,1929,26.2,356.06,356.06,2,579.0,0.6149568221070811
